locality_num,state_abbr,locality_name,zipcode,work_gpci,pe_gpci,mp_gpci
30011,MT,CARTER,59420,0.965,0.885,1.014
30013,MT,CASCADE,80809,0.962,0.891,1.115
30015,MT,CHOUTEAU,74337,0.965,0.847,0.244
30017,MT,CUSTER,40115,0.965,0.901,0.819
30019,MT,DANIELS,25832,0.965,0.843,0.626
30021,MT,DAWSON,35963,0.965,0.893,0.696
30023,MT,DEER LODGE,59722,0.969,0.865,0.740
30025,MT,FALLON,59326,0.965,0.890,0.825
30027,MT,FERGUS,,0.965,0.895,0.368
30029,MT,FLATHEAD,,0.962,0.928,0.971
30031,MT,GALLATIN,64640,0.969,0.983,0.875
30033,MT,GARFIELD,72732,0.965,0.891,0.050
30035,MT,GLACIER,,0.965,0.861,0.643
30037,MT,GOLDEN VALLEY,86413,0.976,0.871,1.045
30039,MT,GRANITE,81228,0.969,0.873,0.175
30041,MT,HILL,3243,0.965,0.881,0.981
30043,MT,JEFFERSON,36745,0.969,0.929,0.364
30045,MT,JUDITH BASIN,,0.965,0.875,0.386
30047,MT,LAKE,48632,0.962,0.894,0.551
30049,MT,LEWIS AND CLARK,,0.969,0.927,0.865
30051,MT,LIBERTY,62347,0.965,0.859,1.688
30053,MT,LINCOLN,35096,0.962,0.869,0.419
30055,MT,MCCONE,,0.965,0.824,N/A
30057,MT,MADISON,35756,0.969,0.930,0.609
30059,MT,MEAGHER,,0.969,0.924,0.657
30061,MT,MINERAL,96063,0.962,0.896,0.285
30063,MT,MISSOULA,59801,0.968,0.932,1.066
30065,MT,MUSSELSHELL,59059,0.965,0.873,0.360
30067,MT,PARK,67751,0.969,0.921,0.867
30069,MT,PETROLEUM,46778,0.965,0.875,N/A
30071,MT,PHILLIPS,4966,0.965,0.848,0.504
30073,MT,PONDERA,,0.965,0.878,0.479
30075,MT,POWDER RIVER,82648,0.965,0.865,0.114
30077,MT,POWELL,65730,0.969,0.882,0.379
30079,MT,PRAIRIE,39756,0.965,0.875,N/A
30081,MT,RAVALLI,59863,0.962,0.899,0.432
30083,MT,RICHLAND,31825,0.965,0.889,0.882
30085,MT,ROOSEVELT,85545,0.965,0.867,0.618
30087,MT,ROSEBUD,63091,0.965,0.873,0.274
30089,MT,SANDERS,86512,0.962,0.871,0.235
30091,MT,SHERIDAN,72150,0.965,0.862,0.774
30093,MT,SILVER BOW,,0.969,0.902,0.892
30095,MT,STILLWATER,4489,0.965,0.895,0.890
30097,MT,SWEET GRASS,59484,0.969,0.876,0.410
30099,MT,TETON,83451,0.965,0.892,0.159
30101,MT,TOOLE,,0.965,0.896,0.620
30103,MT,TREASURE,,0.965,0.875,0.675
30105,MT,VALLEY,36854,0.965,0.874,1.110
30107,MT,WHEATLAND,95692,0.965,0.866,0.338
30109,MT,WIBAUX,59353,0.965,0.875,0.265
30111,MT,YELLOWSTONE,,0.976,0.932,1.214
31001,NE,ADAMS,41201,0.957,0.876,0.418
31003,NE,ANTELOPE,95843,0.957,0.852,0.364
31005,NE,ARTHUR,61911,0.957,0.871,0.301
31007,NE,BANNER,41603,0.962,0.871,N/A
31009,NE,BLAINE,41124,0.957,0.868,N/A
31011,NE,BOONE,81025,0.957,0.857,0.369
31013,NE,BOX BUTTE,,0.962,0.868,0.376
31015,NE,BOYD,56218,0.962,0.853,0.307
31017,NE,BROWN,,0.962,0.860,0.223
31019,NE,BUFFALO,62515,0.957,0.882,0.470
31021,NE,BURT,50522,0.957,0.850,0.031
31023,NE,BUTLER,36904,0.957,0.860,0.330
31025,NE,CASS,24927,0.973,0.904,0.041
31027,NE,CEDAR,52543,0.957,0.847,0.158
31029,NE,CHASE,67524,0.957,0.847,0.263
31031,NE,CHERRY,61317,0.957,0.874,0.382
31033,NE,CHEYENNE,73628,0.962,0.888,0.351
31035,NE,CLAY,35048,0.957,0.858,0.120
31037,NE,COLFAX,95713,0.957,0.892,0.195
31039,NE,CUMING,,0.957,0.860,0.297
31041,NE,CUSTER,40115,0.957,0.868,0.241
31043,NE,DAKOTA,61018,0.967,0.891,0.371
31045,NE,DAWES,25054,0.962,0.889,0.297
31047,NE,DAWSON,35963,0.957,0.880,0.336
31049,NE,DEUEL,,0.962,0.859,0.295
31051,NE,DIXON,95620,0.967,0.839,0.148
31053,NE,DODGE,68633,0.957,0.898,0.402
31055,NE,DOUGLAS,35964,0.973,0.946,0.495
31057,NE,DUNDY,,0.957,0.832,0.366
31059,NE,FILLMORE,93015,0.957,0.846,0.478
31061,NE,FRANKLIN,36444,0.957,0.851,0.254
31063,NE,FRONTIER,49239,0.957,0.846,0.006
31065,NE,FURNAS,,0.957,0.875,0.102
31067,NE,GAGE,73843,0.957,0.871,0.334
31069,NE,GARDEN,49835,0.962,0.875,0.497
31071,NE,GARFIELD,72732,0.962,0.828,0.042
31073,NE,GOSPER,,0.957,0.868,0.162
31075,NE,GRANT,35747,0.957,0.871,0.295
31077,NE,GREELEY,80631,0.957,0.840,0.005
31079,NE,HALL,59837,0.968,0.891,0.418
31081,NE,HAMILTON,35570,0.968,0.864,0.336
31083,NE,HARLAN,46743,0.957,0.873,0.507
31085,NE,HAYES,70646,0.957,0.838,N/A
31087,NE,HITCHCOCK,73744,0.957,0.862,0.092
31089,NE,HOLT,95234,0.962,0.863,0.271
31091,NE,HOOKER,73945,0.957,0.832,0.137
31093,NE,HOWARD,81233,0.968,0.877,0.511
31095,NE,JEFFERSON,36745,0.957,0.862,0.324
31097,NE,JOHNSON,72741,0.957,0.876,0.577
31099,NE,KEARNEY,64060,0.957,0.880,0.264
31101,NE,KEITH,,0.957,0.859,0.154
31103,NE,KEYA PAHA,,0.962,0.906,N/A
31105,NE,KIMBALL,55353,0.962,0.860,0.324
31107,NE,KNOX,46534,0.957,0.849,0.264
31109,NE,LANCASTER,93534,0.963,0.914,0.483
31111,NE,LINCOLN,35096,0.957,0.883,0.449
31113,NE,LOGAN,35098,0.957,0.869,N/A
31115,NE,LOUP,,0.962,0.817,N/A
31117,NE,MCPHERSON,67460,0.957,0.871,N/A
31119,NE,MADISON,35756,0.957,0.880,0.404
31121,NE,MERRICK,11566,0.968,0.851,0.546
31123,NE,MORRILL,66515,0.962,0.860,0.379
31125,NE,NANCE,,0.957,0.863,0.102
31127,NE,NEMAHA,50567,0.957,0.872,0.327
31129,NE,NUCKOLLS,,0.957,0.839,0.274
31131,NE,OTOE,68417,0.957,0.892,0.207
31133,NE,PAWNEE,62558,0.957,0.835,0.498
31135,NE,PERKINS,30822,0.957,0.859,0.336
31137,NE,PHELPS,41553,0.957,0.865,0.365
31139,NE,PIERCE,80650,0.957,0.861,0.268
31141,NE,PLATTE,57369,0.957,0.892,0.370
31143,NE,POLK,65727,0.957,0.867,0.265
31145,NE,RED WILLOW,,0.957,0.863,0.307
31147,NE,RICHARDSON,75080,0.957,0.850,0.476
31149,NE,ROCK,67131,0.962,0.837,0.272
31151,NE,SALINE,71070,0.957,0.873,0.269
31153,NE,SARPY,,0.973,0.951,0.361
31155,NE,SAUNDERS,,0.973,0.904,0.173
31157,NE,SCOTTS BLUFF,,0.962,0.879,0.447
31159,NE,SEWARD,99664,0.963,0.886,0.345
31161,NE,SHERIDAN,72150,0.962,0.859,0.332
31163,NE,SHERMAN,6784,0.957,0.855,0.620
31165,NE,SIOUX,,0.962,0.845,N/A
31167,NE,STANTON,36790,0.957,0.905,0.120
31169,NE,THAYER,62689,0.957,0.872,0.580
31171,NE,THOMAS,73669,0.957,0.848,N/A
31173,NE,THURSTON,68062,0.957,0.860,0.510
31175,NE,VALLEY,36854,0.957,0.830,0.340
31177,NE,WASHINGTON,71862,0.973,0.905,0.201
31179,NE,WAYNE,60184,0.957,0.870,0.272
31181,NE,WEBSTER,33597,0.957,0.845,0.081
31183,NE,WHEELER,62479,0.957,0.836,N/A
31185,NE,YORK,36925,0.957,0.875,0.406
32001,NV,CHURCHILL,,0.977,0.941,0.415
32003,NV,CLARK,80428,0.975,0.983,0.980
32005,NV,DOUGLAS,35964,0.977,0.957,0.427
32007,NV,ELKO,31025,0.977,0.943,0.325
32009,NV,ESMERALDA,,0.977,0.989,0.098
32011,NV,EUREKA,95501,0.977,0.932,0.039
32013,NV,HUMBOLDT,86329,0.977,0.924,0.367
32015,NV,LANDER,82520,0.977,0.900,0.428
32017,NV,LINCOLN,35096,0.977,0.897,0.196
32019,NV,LYON,38645,0.977,0.927,0.193
32021,NV,MINERAL,96063,0.977,0.977,0.163
32023,NV,NYE,59061,0.977,0.919,0.353
32027,NV,PERSHING,47370,0.977,0.863,0.355
32029,NV,STOREY,,0.990,0.901,0.373
32031,NV,WASHOE,,0.990,1.021,0.528
32033,NV,WHITE PINE,49971,0.977,0.919,0.402
32510,NV,CARSON CITY,48811,0.978,0.968,0.492
33001,NH,BELKNAP,62908,0.984,0.979,0.791
33003,NH,CARROLL,51401,0.975,0.960,0.501
33005,NH,CHESHIRE,6408,0.990,0.998,0.747
33007,NH,COOS,,0.974,0.907,0.521
33009,NH,GRAFTON,62037,0.980,1.001,1.055
33011,NH,HILLSBOROUGH,3244,1.000,1.044,0.871
33013,NH,MERRIMACK,3054,0.989,1.001,0.932
33015,NH,ROCKINGHAM,28379,1.007,1.067,0.764
33017,NH,STRAFFORD,65757,0.994,1.023,0.790
33019,NH,SULLIVAN,61951,0.984,0.973,0.333
34001,NJ,ATLANTIC,50022,1.011,0.953,1.254
34003,NJ,BERGEN,14416,1.064,1.145,1.101
34005,NJ,BURLINGTON,80807,1.013,1.040,1.084
34007,NJ,CAMDEN,36726,1.013,0.993,1.307
34009,NJ,CAPE MAY,8204,1.001,0.998,1.072
34011,NJ,CUMBERLAND,50843,1.006,0.925,1.218
34013,NJ,ESSEX,92332,1.064,1.082,1.141
34015,NJ,GLOUCESTER,1930,1.013,1.017,1.126
34017,NJ,HUDSON,80642,1.064,1.124,1.068
34019,NJ,HUNTERDON,,1.064,1.130,1.145
34021,NJ,MERCER,64661,1.038,1.079,1.145
34023,NJ,MIDDLESEX,8846,1.064,1.153,1.158
34025,NJ,MONMOUTH,61462,1.064,1.144,1.086
34027,NJ,MORRIS,35116,1.064,1.166,1.210
34029,NJ,OCEAN,,1.064,1.102,1.061
34031,NJ,PASSAIC,7055,1.064,1.084,1.020
34033,NJ,SALEM,36874,1.013,0.957,0.960
34035,NJ,SOMERSET,95684,1.064,1.159,0.928
34037,NJ,SUSSEX,7461,1.064,1.102,1.028
34039,NJ,UNION,60180,1.064,1.107,1.092
34041,NJ,WARREN,71671,0.989,0.995,1.191
35001,NM,BERNALILLO,87004,0.986,0.930,1.330
35003,NM,CATRON,63833,0.985,0.877,0.147
35005,NM,CHAVES,,0.977,0.870,1.216
35006,NM,CIBOLA,85328,0.985,0.878,1.106
35007,NM,COLFAX,95713,0.985,0.865,0.592
35009,NM,CURRY,,0.977,0.883,1.274
35011,NM,DE BACA,,0.977,0.860,0.272
35013,NM,DOÑA ANA,,0.976,0.861,1.146
35015,NM,EDDY,76524,0.977,0.893,1.484
35017,NM,GRANT,35747,0.977,0.875,1.108
35019,NM,GUADALUPE,93434,0.977,0.814,0.953
35021,NM,HARDING,,0.977,0.835,0.819
35023,NM,HIDALGO,62432,0.977,0.843,0.031
35025,NM,LEA,,0.977,0.903,1.095
35027,NM,LINCOLN,35096,0.977,0.866,0.679
35028,NM,LOS ALAMOS,93440,0.985,0.978,1.075
35029,NM,LUNA,87824,0.977,0.826,1.033
35031,NM,MCKINLEY,,0.985,0.895,1.129
35033,NM,MORA,71455,0.985,0.847,0.400
35035,NM,OTERO,,0.977,0.863,1.219
35037,NM,QUAY,88433,0.977,0.858,1.154
35039,NM,RIO ARRIBA,,0.985,0.869,1.562
35041,NM,ROOSEVELT,85545,0.977,0.857,1.414
35043,NM,SANDOVAL,62882,0.986,0.941,1.252
35045,NM,SAN JUAN,901,0.978,0.888,1.318
35047,NM,SAN MIGUEL,93451,0.985,0.876,0.771
35049,NM,SANTA FE,65282,0.979,0.984,1.222
35051,NM,SIERRA,,0.977,0.862,0.878
35053,NM,SOCORRO,87801,0.977,0.837,0.533
35055,NM,TAOS,87571,0.985,0.921,1.032
35057,NM,TORRANCE,90501,0.986,0.875,0.365
35059,NM,UNION,60180,0.977,0.834,0.072
35061,NM,VALENCIA,91354,0.986,0.884,0.368
36001,NY,ALBANY,94706,0.998,0.989,0.809
36003,NY,ALLEGANY,14706,0.978,0.876,0.649
36005,NY,BRONX,10451,1.064,1.078,1.917
36007,NY,BROOME,,0.991,0.918,0.757
36009,NY,CATTARAUGUS,14719,0.978,0.882,0.623
36011,NY,CAYUGA,47928,0.978,0.906,0.644
36013,NY,CHAUTAUQUA,67334,0.978,0.883,0.609
36015,NY,CHEMUNG,14825,0.979,0.920,0.691
36017,NY,CHENANGO,,0.978,0.890,0.477
36019,NY,CLINTON,35448,0.976,0.927,0.703
36021,NY,COLUMBIA,36319,0.978,0.949,0.995
36023,NY,CORTLAND,60112,0.978,0.913,0.603
36025,NY,DELAWARE,72835,0.978,0.883,0.401
36027,NY,DUTCHESS,,1.064,1.091,1.174
36029,NY,ERIE,80516,0.990,0.891,0.794
36031,NY,ESSEX,92332,0.976,0.910,0.690
36033,NY,FRANKLIN,36444,0.976,0.895,0.844
36035,NY,FULTON,36446,0.976,0.903,0.526
36037,NY,GENESEE,83832,0.978,0.905,0.621
36039,NY,GREENE,50636,0.978,0.939,0.664
36041,NY,HAMILTON,35570,0.976,0.923,0.440
36043,NY,HERKIMER,13350,0.981,0.870,0.452
36045,NY,JEFFERSON,36745,0.976,0.934,0.617
36047,NY,KINGS,,1.064,1.124,1.594
36049,NY,LEWIS,81327,0.976,0.888,0.725
36051,NY,LIVINGSTON,35470,0.996,0.930,0.357
36053,NY,MADISON,35756,1.001,0.924,0.648
36055,NY,MONROE,72108,0.996,0.965,0.471
36057,NY,MONTGOMERY,36101,0.976,0.901,0.624
36059,NY,NASSAU,19969,1.064,1.185,2.096
36061,NY,NEW YORK,10001,1.064,1.141,1.536
36063,NY,NIAGARA,58266,0.990,0.869,0.634
36065,NY,ONEIDA,72369,0.981,0.889,0.687
36067,NY,ONONDAGA,49264,1.001,0.949,0.750
36069,NY,ONTARIO,91761,0.996,0.959,0.454
36071,NY,ORANGE,92856,1.064,1.098,1.341
36073,NY,ORLEANS,95556,0.996,0.911,0.500
36075,NY,OSWEGO,60543,1.001,0.925,0.434
36077,NY,OTSEGO,49078,0.978,0.921,0.845
36079,NY,PUTNAM,6260,1.064,1.127,0.997
36081,NY,QUEENS,,1.064,1.152,1.440
36083,NY,RENSSELAER,47978,0.998,0.971,0.586
36085,NY,RICHMOND,94801,1.064,1.110,1.869
36087,NY,ROCKLAND,19732,1.064,1.131,1.040
36089,NY,ST. LAWRENCE,,0.976,0.902,0.662
36091,NY,SARATOGA,71859,0.998,1.003,0.650
36093,NY,SCHENECTADY,12301,0.998,0.969,0.626
36095,NY,SCHOHARIE,12157,0.998,0.933,0.525
36097,NY,SCHUYLER,68661,0.978,0.897,0.489
36099,NY,SENECA,61360,0.978,0.899,0.042
36101,NY,STEUBEN,4680,0.978,0.898,0.687
36103,NY,SUFFOLK,23432,1.064,1.192,2.033
36105,NY,SULLIVAN,61951,0.978,0.929,1.089
36107,NY,TIOGA,71477,0.991,0.910,0.333
36109,NY,TOMPKINS,,1.005,1.004,0.624
36111,NY,ULSTER,18850,0.989,0.997,0.832
36113,NY,WARREN,71671,0.985,0.944,0.694
36115,NY,WASHINGTON,71862,0.985,0.928,0.294
36117,NY,WAYNE,60184,0.996,0.923,0.341
36119,NY,WESTCHESTER,60154,1.064,1.155,1.282
36121,NY,WYOMING,61491,0.978,0.882,0.711
36123,NY,YATES,,0.996,0.916,0.225
37001,NC,ALAMANCE,27201,0.976,0.906,0.574
37003,NC,ALEXANDER,72002,0.969,0.857,0.315
37005,NC,ALLEGHANY,95910,0.958,0.860,0.570
37007,NC,ANSON,4911,0.962,0.859,0.490
37009,NC,ASHE,,0.958,0.841,0.474
37011,NC,AVERY,95224,0.958,0.863,0.564
37013,NC,BEAUFORT,63013,0.961,0.827,0.553
37015,NC,BERTIE,,0.964,0.854,0.653
37017,NC,BLADEN,68928,0.961,0.814,0.538
37019,NC,BRUNSWICK,31520,0.961,0.890,0.472
37021,NC,BUNCOMBE,62912,0.971,0.946,0.586
37023,NC,BURKE,12917,0.969,0.857,0.576
37025,NC,CABARRUS,,0.999,0.951,0.652
37027,NC,CALDWELL,72322,0.969,0.849,0.683
37029,NC,CAMDEN,36726,0.964,0.882,0.206
37031,NC,CARTERET,7008,0.961,0.862,0.580
37033,NC,CASWELL,,0.962,0.840,0.364
37035,NC,CATAWBA,28609,0.969,0.874,0.620
37037,NC,CHATHAM,62629,1.016,0.935,0.381
37039,NC,CHEROKEE,35616,0.958,0.850,0.583
37041,NC,CHOWAN,,0.964,0.848,0.546
37043,NC,CLAY,35048,0.958,0.865,0.394
37045,NC,CLEVELAND,35049,0.962,0.851,0.588
37047,NC,COLUMBUS,71831,0.961,0.828,0.667
37049,NC,CRAVEN,,0.968,0.882,0.621
37051,NC,CUMBERLAND,50843,0.973,0.906,0.588
37053,NC,CURRITUCK,27929,0.995,0.976,0.296
37055,NC,DARE,,0.964,0.911,0.565
37057,NC,DAVIDSON,28035,0.979,0.888,0.625
37059,NC,DAVIE,,0.979,0.884,0.691
37061,NC,DUPLIN,,0.961,0.828,0.413
37063,NC,DURHAM,95938,1.016,0.998,0.680
37065,NC,EDGECOMBE,,0.973,0.838,0.578
37067,NC,FORSYTH,31029,0.979,0.917,0.721
37069,NC,FRANKLIN,36444,0.996,0.922,0.460
37071,NC,GASTON,47342,0.999,0.929,0.658
37073,NC,GATES,27937,0.995,0.900,0.384
37075,NC,GRAHAM,36263,0.958,0.828,0.378
37077,NC,GRANVILLE,61326,0.962,0.876,0.556
37079,NC,GREENE,50636,0.961,0.825,0.341
37081,NC,GUILFORD,6437,0.979,0.923,0.630
37083,NC,HALIFAX,2338,0.964,0.838,0.598
37085,NC,HARNETT,,0.961,0.845,0.519
37087,NC,HAYWOOD,22722,0.971,0.901,0.588
37089,NC,HENDERSON,72544,0.971,0.908,0.583
37091,NC,HERTFORD,27944,0.964,0.851,0.601
37093,NC,HOKE,,0.973,0.872,0.735
37095,NC,HYDE,16843,0.964,0.848,0.446
37097,NC,IREDELL,76649,0.999,0.931,0.547
37099,NC,JACKSON,36545,0.958,0.853,0.549
37101,NC,JOHNSTON,50131,0.996,0.910,0.561
37103,NC,JONES,36749,0.968,0.830,0.524
37105,NC,LEE,32059,0.962,0.883,0.553
37107,NC,LENOIR,28633,0.961,0.828,0.554
37109,NC,LINCOLN,35096,0.999,0.905,0.508
37111,NC,MCDOWELL,,0.958,0.843,0.442
37113,NC,MACON,31201,0.958,0.861,0.436
37115,NC,MADISON,35756,0.971,0.868,0.093
37117,NC,MARTIN,30557,0.964,0.842,0.433
37119,NC,MECKLENBURG,14863,0.999,1.001,0.667
37121,NC,MITCHELL,30820,0.958,0.845,0.580
37123,NC,MONTGOMERY,36101,0.962,0.839,0.529
37125,NC,MOORE,83255,0.962,0.889,0.690
37127,NC,NASH,73761,0.973,0.867,0.592
37129,NC,NEW HANOVER,,0.977,0.946,0.621
37131,NC,NORTHAMPTON,1060,0.964,0.840,0.390
37133,NC,ONSLOW,52321,0.967,0.884,0.407
37135,NC,ORANGE,92856,1.016,0.999,0.655
37137,NC,PAMLICO,,0.968,0.868,0.195
37139,NC,PASQUOTANK,,0.964,0.875,0.575
37141,NC,PENDER,68047,0.977,0.878,0.367
37143,NC,PERQUIMANS,,0.964,0.846,0.429
37145,NC,PERSON,,1.016,0.893,0.535
37147,NC,PITT,,0.979,0.832,0.694
37149,NC,POLK,65727,0.958,0.884,0.442
37151,NC,RANDOLPH,36792,0.979,0.882,0.502
37153,NC,RICHMOND,94801,0.962,0.845,0.635
37155,NC,ROBESON,,0.961,0.817,0.586
37157,NC,ROCKINGHAM,28379,0.979,0.877,0.567
37159,NC,ROWAN,50470,0.999,0.915,0.663
37161,NC,RUTHERFORD,94573,0.962,0.845,0.505
37163,NC,SAMPSON,,0.961,0.827,0.596
37165,NC,SCOTLAND,72141,0.961,0.823,0.694
37167,NC,STANLY,,0.962,0.859,0.540
37169,NC,STOKES,27884,0.979,0.886,0.417
37171,NC,SURRY,4684,0.962,0.848,0.595
37173,NC,SWAIN,14884,0.958,0.840,0.363
37175,NC,TRANSYLVANIA,71286,0.958,0.870,0.391
37177,NC,TYRRELL,,0.964,0.815,0.414
37179,NC,UNION,60180,0.999,0.939,0.536
37181,NC,VANCE,35490,0.962,0.863,0.609
37183,NC,WAKE,23176,0.996,0.994,0.646
37185,NC,WARREN,71671,0.964,0.823,0.367
37187,NC,WASHINGTON,71862,0.964,0.833,0.206
37189,NC,WATAUGA,57660,0.958,0.901,0.555
37191,NC,WAYNE,60184,0.970,0.877,0.613
37193,NC,WILKES,,0.962,0.842,0.527
37195,NC,WILSON,72395,0.961,0.839,0.571
37197,NC,YADKIN,,0.979,0.879,0.263
37199,NC,YANCEY,78886,0.958,0.850,0.174
38001,ND,ADAMS,41201,0.982,0.861,0.162
38003,ND,BARNES,66933,0.971,0.895,0.178
38005,ND,BENSON,85602,0.971,0.828,0.239
38007,ND,BILLINGS,65610,0.982,0.882,0.007
38009,ND,BOTTINEAU,58318,0.982,0.888,0.252
38011,ND,BOWMAN,30624,0.982,0.866,0.194
38013,ND,BURKE,12917,0.982,0.886,N/A
38015,ND,BURLEIGH,,0.973,0.924,0.333
38017,ND,CASS,24927,0.977,0.922,0.306
38019,ND,CAVALIER,58220,0.971,0.857,0.211
38021,ND,DICKEY,58431,0.971,0.866,0.174
38023,ND,DIVIDE,80814,0.982,0.952,0.188
38025,ND,DUNN,28334,0.982,0.908,0.224
38027,ND,EDDY,76524,0.971,0.850,0.027
38029,ND,EMMONS,56029,0.982,0.880,0.283
38031,ND,FOSTER,41043,0.971,0.860,0.127
38033,ND,GOLDEN VALLEY,86413,0.982,0.922,N/A
38035,ND,GRAND FORKS,58201,0.971,0.916,0.297
38037,ND,GRANT,35747,0.982,0.876,0.066
38039,ND,GRIGGS,,0.971,0.855,0.111
38041,ND,HETTINGER,58639,0.982,0.903,0.008
38043,ND,KIDDER,64649,0.982,0.897,0.007
38045,ND,LAMOURE,58458,0.971,0.844,0.017
38047,ND,LOGAN,35098,0.971,0.857,N/A
38049,ND,MCHENRY,60050,0.982,0.871,0.062
38051,ND,MCINTOSH,56556,0.971,0.846,0.236
38053,ND,MCKENZIE,,0.982,0.968,0.275
38055,ND,MCLEAN,68747,0.982,0.879,0.125
38057,ND,MERCER,64661,0.982,0.949,0.206
38059,ND,MORTON,61550,0.973,0.918,0.137
38061,ND,MOUNTRAIL,,0.982,0.937,0.213
38063,ND,NELSON,95958,0.971,0.841,0.106
38065,ND,OLIVER,30449,0.973,0.875,0.305
38067,ND,PEMBINA,58271,0.971,0.858,0.220
38069,ND,PIERCE,80650,0.982,0.882,0.184
38071,ND,RAMSEY,62080,0.971,0.867,0.134
38073,ND,RANSOM,60470,0.971,0.896,0.099
38075,ND,RENVILLE,56284,0.982,0.912,0.216
38077,ND,RICHLAND,31825,0.971,0.874,0.164
38079,ND,ROLETTE,58366,0.971,0.874,0.256
38081,ND,SARGENT,30275,0.971,0.886,0.020
38083,ND,SHERIDAN,72150,0.982,0.826,0.007
38085,ND,SIOUX,,0.973,0.834,0.243
38087,ND,SLOPE,,0.982,0.928,N/A
38089,ND,STARK,66775,0.982,0.932,0.223
38091,ND,STEELE,35987,0.971,0.859,0.051
38093,ND,STUTSMAN,,0.971,0.878,0.199
38095,ND,TOWNER,58788,0.971,0.860,0.272
38097,ND,TRAILL,,0.971,0.874,0.199
38099,ND,WALSH,81090,0.971,0.885,0.208
38101,ND,WARD,36922,0.982,0.934,0.292
38103,ND,WELLS,4090,0.971,0.849,0.231
38105,ND,WILLIAMS,86046,0.982,0.954,0.211
39001,OH,ADAMS,41201,0.966,0.844,0.714
39003,OH,ALLEN,66833,0.968,0.865,1.042
39005,OH,ASHLAND,36251,0.963,0.858,0.795
39007,OH,ASHTABULA,44004,0.963,0.865,1.084
39009,OH,ATHENS,35611,0.966,0.888,0.782
39011,OH,AUGLAIZE,,0.968,0.867,0.738
39013,OH,BELMONT,94002,0.960,0.851,0.815
39015,OH,BROWN,,0.987,0.868,0.622
39017,OH,BUTLER,36904,0.987,0.919,0.749
39019,OH,CARROLL,51401,0.964,0.852,0.604
39021,OH,CHAMPAIGN,61820,0.968,0.869,0.805
39023,OH,CLARK,80428,0.971,0.877,0.793
39025,OH,CLERMONT,34711,0.987,0.922,0.530
39027,OH,CLINTON,35448,0.966,0.868,0.671
39029,OH,COLUMBIANA,35051,0.963,0.854,0.841
39031,OH,COSHOCTON,43812,0.967,0.849,0.811
39033,OH,CRAWFORD,81415,0.963,0.854,0.942
39035,OH,CUYAHOGA,,0.987,0.924,1.467
39037,OH,DARKE,,0.968,0.852,0.578
39039,OH,DEFIANCE,51527,0.968,0.871,0.874
39041,OH,DELAWARE,72835,0.992,0.991,0.613
39043,OH,ERIE,80516,0.963,0.880,0.929
39045,OH,FAIRFIELD,35064,0.992,0.930,0.791
39047,OH,FAYETTE,35555,0.966,0.861,0.729
39049,OH,FRANKLIN,36444,0.992,0.961,0.882
39051,OH,FULTON,36446,0.975,0.808,0.865
39053,OH,GALLIA,,0.966,0.853,0.980
39055,OH,GEAUGA,,0.987,0.923,1.012
39057,OH,GREENE,50636,0.986,0.916,0.620
39059,OH,GUERNSEY,52221,0.967,0.860,0.936
39061,OH,HAMILTON,35570,0.987,0.921,0.781
39063,OH,HANCOCK,51536,0.968,0.887,0.914
39065,OH,HARDIN,62047,0.968,0.865,0.571
39067,OH,HARRISON,72601,0.967,0.841,0.633
39069,OH,HENRY,61537,0.968,0.873,0.716
39071,OH,HIGHLAND,92346,0.966,0.858,0.728
39073,OH,HOCKING,,0.992,0.880,0.646
39075,OH,HOLMES,12531,0.963,0.856,0.780
39077,OH,HURON,93234,0.963,0.858,0.966
39079,OH,JACKSON,36545,0.966,0.855,0.728
39081,OH,JEFFERSON,36745,0.960,0.851,1.029
39083,OH,KNOX,46534,0.963,0.876,0.918
39085,OH,LAKE,48632,0.987,0.935,1.013
39087,OH,LAWRENCE,66044,0.952,0.845,0.568
39089,OH,LICKING,65542,0.992,0.925,0.711
39091,OH,LOGAN,35098,0.968,0.876,0.862
39093,OH,LORAIN,44052,0.987,0.905,1.308
39095,OH,LUCAS,50151,0.975,0.831,1.067
39097,OH,MADISON,35756,0.992,0.917,0.826
39099,OH,MAHONING,,0.958,0.836,1.274
39101,OH,MARION,36756,0.963,0.869,0.924
39103,OH,MEDINA,14103,0.987,0.941,0.920
39105,OH,MEIGS,31765,0.966,0.857,0.662
39107,OH,MERCER,64661,0.968,0.865,0.723
39109,OH,MIAMI,85539,0.986,0.893,0.655
39111,OH,MONROE,72108,0.967,0.851,0.605
39113,OH,MONTGOMERY,36101,0.986,0.902,0.817
39115,OH,MORGAN,39866,0.967,0.848,0.250
39117,OH,MORROW,72749,0.992,0.897,0.934
39119,OH,MUSKINGUM,,0.967,0.861,1.069
39121,OH,NOBLE,62868,0.967,0.856,0.332
39123,OH,OTTAWA,61350,0.963,0.872,0.791
39125,OH,PAULDING,39348,0.968,0.841,1.010
39127,OH,PERRY,72125,0.992,0.883,0.630
39129,OH,PICKAWAY,,0.992,0.911,0.790
39131,OH,PIKE,3780,0.966,0.866,0.719
39133,OH,PORTAGE,46368,0.979,0.903,0.936
39135,OH,PREBLE,46782,0.968,0.863,0.406
39137,OH,PUTNAM,6260,0.968,0.877,0.545
39139,OH,RICHLAND,31825,0.964,0.853,0.983
39141,OH,ROSS,94957,0.966,0.874,0.904
